,Ligand,Receptor,Pathway,Category
1487,Mdk,Lrp1,MK,Secreted Signaling
1488,Mdk,Ncl,MK,Secreted Signaling
1489,Mdk,Alk,MK,Secreted Signaling
1490,Ptn,Ptprz1,PTN,Secreted Signaling
1491,Ptn,Sdc1,PTN,Secreted Signaling
1492,Ptn,Sdc2,PTN,Secreted Signaling
1493,Ptn,Sdc3,PTN,Secreted Signaling
1494,Ptn,Sdc4,PTN,Secreted Signaling
1495,Ptn,Itgav,PTN,Secreted Signaling
1496,Ptn,Itgb3,PTN,Secreted Signaling
1497,Ptn,Ncl,PTN,Secreted Signaling
1498,Ptn,Alk,PTN,Secreted Signaling
1499,Postn,Itgav,PERIOSTIN,Secreted Signaling
1500,Postn,Itgb3,PERIOSTIN,Secreted Signaling
1501,Postn,Itgav,PERIOSTIN,Secreted Signaling
1502,Postn,Itgb5,PERIOSTIN,Secreted Signaling
1503,Agt,Agtr1a,AGT,Secreted Signaling
1504,Agt,Agtr1b,AGT,Secreted Signaling
1505,Grp,Grpr,GPR,Secreted Signaling
1506,Nmb,Nmbr,GPR,Secreted Signaling
1507,Kng1,Bdkrb1,BRADYKININ,Secreted Signaling
1508,Kng1,Bdkrb2,BRADYKININ,Secreted Signaling
1509,Kng2,Bdkrb1,BRADYKININ,Secreted Signaling
1510,Kng2,Bdkrb2,BRADYKININ,Secreted Signaling
1511,C3,C3ar1,COMPLEMENT,Secreted Signaling
1512,C3,Cr2,COMPLEMENT,Secreted Signaling
1513,C3,Itgam,COMPLEMENT,Secreted Signaling
1514,C3,Itgb2,COMPLEMENT,Secreted Signaling
1515,C3,Itgax,COMPLEMENT,Secreted Signaling
1516,C3,Itgb2,COMPLEMENT,Secreted Signaling
1517,C4a,C3ar1,COMPLEMENT,Secreted Signaling
1518,C4b,Cr2,COMPLEMENT,Secreted Signaling
1519,Hc,C5ar1,COMPLEMENT,Secreted Signaling
1520,Cck,Cckar,CCK,Secreted Signaling
1521,Cck,Cckbr,CCK,Secreted Signaling
1522,Edn1,Ednra,EDN,Secreted Signaling
1523,Edn2,Ednra,EDN,Secreted Signaling
1524,Edn3,Ednra,EDN,Secreted Signaling
1525,Edn1,Ednrb,EDN,Secreted Signaling
1526,Edn2,Ednrb,EDN,Secreted Signaling
1527,Edn3,Ednrb,EDN,Secreted Signaling
1528,Gal,Galr1,GALANIN,Secreted Signaling
1529,Gal,Galr2,GALANIN,Secreted Signaling
1530,Gal,Galr3,GALANIN,Secreted Signaling
1531,Galp,Galr1,GALANIN,Secreted Signaling
1532,Galp,Galr2,GALANIN,Secreted Signaling
1533,Ghrl,Ghsr,GHRELIN,Secreted Signaling
1534,Kiss1,Kiss1r,KISS1,Secreted Signaling
1535,Pomc,Mc1r,MELANOCORTIN,Secreted Signaling
1536,Pomc,Mc2r,MELANOCORTIN,Secreted Signaling
1537,Pomc,Mc3r,MELANOCORTIN,Secreted Signaling
1538,Pomc,Mc4r,MELANOCORTIN,Secreted Signaling
1539,Pomc,Mc5r,MELANOCORTIN,Secreted Signaling
1540,Nmu,Nmur1,NMU,Secreted Signaling
1541,Nmu,Nmur2,NMU,Secreted Signaling
1542,Nms,Nmur1,NMU,Secreted Signaling
1543,Nms,Nmur2,NMU,Secreted Signaling
1544,Npff,Npffr1,NPFF,Secreted Signaling
1545,Npff,Npffr2,NPFF,Secreted Signaling
1546,Npy,Npy1r,NPY,Secreted Signaling
1547,Npy,Npy2r,NPY,Secreted Signaling
1548,Npy,Npy4r,NPY,Secreted Signaling
1549,Npy,Npy5r,NPY,Secreted Signaling
1550,Npy,Npy6r,NPY,Secreted Signaling
1551,Npy,Gpr83,NPY,Secreted Signaling
1552,Npy,Pgr15l,NPY,Secreted Signaling
1553,Ppy,Npy1r,NPY,Secreted Signaling
1554,Ppy,Npy2r,NPY,Secreted Signaling
1555,Ppy,Npy4r,NPY,Secreted Signaling
1556,Ppy,Npy5r,NPY,Secreted Signaling
1557,Ppy,Npy6r,NPY,Secreted Signaling
1558,Ppy,Gpr83,NPY,Secreted Signaling
1559,Ppy,Pgr15l,NPY,Secreted Signaling
1560,Pyy,Npy1r,NPY,Secreted Signaling
1561,Pyy,Npy2r,NPY,Secreted Signaling
1562,Pyy,Npy4r,NPY,Secreted Signaling
1563,Pyy,Npy5r,NPY,Secreted Signaling
1564,Pyy,Npy6r,NPY,Secreted Signaling
1565,Pyy,Gpr83,NPY,Secreted Signaling
1566,Pyy,Pgr15l,NPY,Secreted Signaling
1567,Npb,Npbwr1,NPW-B,Secreted Signaling
1568,Npw,Npbwr1,NPW-B,Secreted Signaling
1569,Nts,Ntsr1,NTS,Secreted Signaling
1570,Nts,Ntsr2,NTS,Secreted Signaling
1571,Pdyn,Oprd1,OPIOID,Secreted Signaling
1572,Pdyn,Oprk1,OPIOID,Secreted Signaling
1573,Pdyn,Oprl1,OPIOID,Secreted Signaling
1574,Pdyn,Oprm1,OPIOID,Secreted Signaling
1575,Penk,Oprd1,OPIOID,Secreted Signaling
1576,Penk,Oprk1,OPIOID,Secreted Signaling
1577,Penk,Oprl1,OPIOID,Secreted Signaling
1578,Penk,Oprm1,OPIOID,Secreted Signaling
1579,Pomc,Oprd1,OPIOID,Secreted Signaling
1580,Pomc,Oprk1,OPIOID,Secreted Signaling
1581,Pomc,Oprl1,OPIOID,Secreted Signaling
1582,Pomc,Oprm1,OPIOID,Secreted Signaling
1583,Hcrt,Hcrtr1,HCRT,Secreted Signaling
1584,Hcrt,Hcrtr2,HCRT,Secreted Signaling
1585,Oxt,Oxtr,OXT,Secreted Signaling
1586,Sst,Sstr1,SEMATOSTATIN,Secreted Signaling
1587,Sst,Sstr2,SEMATOSTATIN,Secreted Signaling
1588,Sst,Sstr3,SEMATOSTATIN,Secreted Signaling
1589,Sst,Sstr4,SEMATOSTATIN,Secreted Signaling
1590,Sst,Sstr5,SEMATOSTATIN,Secreted Signaling
1591,Cort,Sstr1,SEMATOSTATIN,Secreted Signaling
1592,Cort,Sstr2,SEMATOSTATIN,Secreted Signaling
1593,Cort,Sstr3,SEMATOSTATIN,Secreted Signaling
1594,Cort,Sstr4,SEMATOSTATIN,Secreted Signaling
1595,Cort,Sstr5,SEMATOSTATIN,Secreted Signaling
1596,Tac1,Tacr1,TAC,Secreted Signaling
1597,Tac4,Tacr1,TAC,Secreted Signaling
1598,Tac1,Tacr2,TAC,Secreted Signaling
1599,Tac2,Tacr3,TAC,Secreted Signaling
1600,Uts2,Uts2r,UTS2,Secreted Signaling
1601,Avp,Avpr2,AVP,Secreted Signaling
1602,Avp,Avpr1a,AVP,Secreted Signaling
1603,Avp,Avpr1b,AVP,Secreted Signaling
1604,Prlh,Prlhr,PRLH,Secreted Signaling
1605,Gm10334,F2r,PARs,Secreted Signaling
1606,Try5,F2r,PARs,Secreted Signaling
1607,Ctsg,F2r,PARs,Secreted Signaling
1608,F2,F2r,PARs,Secreted Signaling
1609,Gzma,F2r,PARs,Secreted Signaling
1610,Prss2,F2r,PARs,Secreted Signaling
1611,Try4,F2r,PARs,Secreted Signaling
1612,Try10,F2r,PARs,Secreted Signaling
1613,Gm10334,F2rl1,PARs,Secreted Signaling
1614,Try5,F2rl1,PARs,Secreted Signaling
1615,Ctsg,F2rl1,PARs,Secreted Signaling
1616,F2,F2rl1,PARs,Secreted Signaling
1617,Gzma,F2rl1,PARs,Secreted Signaling
1618,Prss2,F2rl1,PARs,Secreted Signaling
1619,Try4,F2rl1,PARs,Secreted Signaling
1620,Try10,F2rl1,PARs,Secreted Signaling
1621,Gm10334,F2rl2,PARs,Secreted Signaling
1622,Try5,F2rl2,PARs,Secreted Signaling
1623,Ctsg,F2rl2,PARs,Secreted Signaling
1624,F2,F2rl2,PARs,Secreted Signaling
1625,Gzma,F2rl2,PARs,Secreted Signaling
1626,Prss2,F2rl2,PARs,Secreted Signaling
1627,Try4,F2rl2,PARs,Secreted Signaling
1628,Try10,F2rl2,PARs,Secreted Signaling
1629,Gm10334,F2rl3,PARs,Secreted Signaling
1630,Try5,F2rl3,PARs,Secreted Signaling
1631,Ctsg,F2rl3,PARs,Secreted Signaling
1632,F2,F2rl3,PARs,Secreted Signaling
1633,Gzma,F2rl3,PARs,Secreted Signaling
1634,Plg,F2rl3,PARs,Secreted Signaling
1635,Prss2,F2rl3,PARs,Secreted Signaling
1636,Try4,F2rl3,PARs,Secreted Signaling
1637,Try10,F2rl3,PARs,Secreted Signaling
1638,Gm10334,Pard3,PARs,Secreted Signaling
1639,Try5,Pard3,PARs,Secreted Signaling
1640,Ctsg,Pard3,PARs,Secreted Signaling
1641,F2,Pard3,PARs,Secreted Signaling
1642,Gzma,Pard3,PARs,Secreted Signaling
1643,Plg,Pard3,PARs,Secreted Signaling
1644,Prss2,Pard3,PARs,Secreted Signaling
1645,Try4,Pard3,PARs,Secreted Signaling
1646,Try10,Pard3,PARs,Secreted Signaling
1647,Pmch,Mchr1,PMCH,Secreted Signaling
1648,Prok1,Prokr2,PROK,Secreted Signaling
1649,Prok1,Prokr1,PROK,Secreted Signaling
1650,Prok2,Prokr1,PROK,Secreted Signaling
1651,Prok2,Prokr2,PROK,Secreted Signaling
1652,Adcyap1,Adcyap1r1,PACAP,Secreted Signaling
1653,Vip,Vipr1,VIP,Secreted Signaling
1654,Vip,Vipr2,VIP,Secreted Signaling
1655,Nppa,Npr1,NPR1,Secreted Signaling
1656,Nppb,Npr1,NPR1,Secreted Signaling
1657,Nppc,Npr2,NPR2,Secreted Signaling
1658,Kitl,Kit,KIT,Secreted Signaling
1659,Gcg,Gipr,GIPR,Secreted Signaling
1660,Gip,Gipr,GIPR,Secreted Signaling
1661,Fshb,Fshr,FSH,Secreted Signaling
1662,Cga,Fshr,FSH,Secreted Signaling
1663,Lhb,Lhcgr,LHB,Secreted Signaling
1664,Cga,Lhcgr,LHB,Secreted Signaling
1665,Tshb,Tshr,TSH,Secreted Signaling
1666,Cga,Tshr,TSH,Secreted Signaling
1667,Bdnf,Ntrk2,NT,Secreted Signaling
1668,Ngf,Ntrk1,NT,Secreted Signaling
1669,Flt3l,Flt3,FLT3,Secreted Signaling
1670,Hgf,Met,HGF,Secreted Signaling
1671,Klk1b4,Ntrk1,NT,Secreted Signaling
1672,Ntf3,Ntrk1,NT,Secreted Signaling
1673,Ntf3,Ntrk2,NT,Secreted Signaling
1674,Ntf3,Ntrk3,NT,Secreted Signaling
1675,Ntf5,Ntrk2,NT,Secreted Signaling
1676,Sema3a,Nrp1,SEMA3,Secreted Signaling
1677,Sema3a,Plxna1,SEMA3,Secreted Signaling
1678,Sema3a,Nrp1,SEMA3,Secreted Signaling
1679,Sema3a,Plxna2,SEMA3,Secreted Signaling
1680,Sema3a,Nrp1,SEMA3,Secreted Signaling
1681,Sema3a,Plxna3,SEMA3,Secreted Signaling
1682,Sema3a,Nrp1,SEMA3,Secreted Signaling
1683,Sema3a,Plxna4,SEMA3,Secreted Signaling
1684,Sema3b,Nrp1,SEMA3,Secreted Signaling
1685,Sema3b,Plxna1,SEMA3,Secreted Signaling
1686,Sema3b,Nrp1,SEMA3,Secreted Signaling
1687,Sema3b,Plxna2,SEMA3,Secreted Signaling
1688,Sema3b,Nrp1,SEMA3,Secreted Signaling
1689,Sema3b,Plxna3,SEMA3,Secreted Signaling
1690,Sema3b,Nrp1,SEMA3,Secreted Signaling
1691,Sema3b,Plxna4,SEMA3,Secreted Signaling
1692,Sema3c,Nrp1,SEMA3,Secreted Signaling
1693,Sema3c,Plxna1,SEMA3,Secreted Signaling
1694,Sema3c,Nrp1,SEMA3,Secreted Signaling
1695,Sema3c,Plxna2,SEMA3,Secreted Signaling
1696,Sema3c,Nrp1,SEMA3,Secreted Signaling
1697,Sema3c,Plxna3,SEMA3,Secreted Signaling
1698,Sema3c,Nrp1,SEMA3,Secreted Signaling
1699,Sema3c,Plxna4,SEMA3,Secreted Signaling
1700,Sema3d,Nrp1,SEMA3,Secreted Signaling
1701,Sema3d,Plxna1,SEMA3,Secreted Signaling
1702,Sema3d,Nrp1,SEMA3,Secreted Signaling
1703,Sema3d,Plxna2,SEMA3,Secreted Signaling
1704,Sema3d,Nrp1,SEMA3,Secreted Signaling
1705,Sema3d,Plxna3,SEMA3,Secreted Signaling
1706,Sema3d,Nrp1,SEMA3,Secreted Signaling
1707,Sema3d,Plxna4,SEMA3,Secreted Signaling
1708,Sema3b,Nrp2,SEMA3,Secreted Signaling
1709,Sema3b,Plxna1,SEMA3,Secreted Signaling
1710,Sema3b,Nrp2,SEMA3,Secreted Signaling
1711,Sema3b,Plxna2,SEMA3,Secreted Signaling
1712,Sema3b,Nrp2,SEMA3,Secreted Signaling
1713,Sema3b,Plxna3,SEMA3,Secreted Signaling
1714,Sema3b,Nrp2,SEMA3,Secreted Signaling
1715,Sema3b,Plxna4,SEMA3,Secreted Signaling
1716,Sema3c,Nrp2,SEMA3,Secreted Signaling
1717,Sema3c,Plxna1,SEMA3,Secreted Signaling
1718,Sema3c,Nrp2,SEMA3,Secreted Signaling
1719,Sema3c,Plxna2,SEMA3,Secreted Signaling
1720,Sema3c,Nrp2,SEMA3,Secreted Signaling
1721,Sema3c,Plxna3,SEMA3,Secreted Signaling
1722,Sema3c,Nrp2,SEMA3,Secreted Signaling
1723,Sema3c,Plxna4,SEMA3,Secreted Signaling
1724,Sema3d,Nrp2,SEMA3,Secreted Signaling
1725,Sema3d,Plxna1,SEMA3,Secreted Signaling
1726,Sema3d,Nrp2,SEMA3,Secreted Signaling
1727,Sema3d,Plxna2,SEMA3,Secreted Signaling
1728,Sema3d,Nrp2,SEMA3,Secreted Signaling
1729,Sema3d,Plxna3,SEMA3,Secreted Signaling
1730,Sema3d,Nrp2,SEMA3,Secreted Signaling
1731,Sema3d,Plxna4,SEMA3,Secreted Signaling
1732,Sema3f,Nrp2,SEMA3,Secreted Signaling
1733,Sema3f,Plxna1,SEMA3,Secreted Signaling
1734,Sema3f,Nrp2,SEMA3,Secreted Signaling
1735,Sema3f,Plxna2,SEMA3,Secreted Signaling
1736,Sema3f,Nrp2,SEMA3,Secreted Signaling
1737,Sema3f,Plxna3,SEMA3,Secreted Signaling
1738,Sema3f,Nrp2,SEMA3,Secreted Signaling
1739,Sema3f,Plxna4,SEMA3,Secreted Signaling
1740,Sema3g,Nrp2,SEMA3,Secreted Signaling
1741,Sema3g,Plxna1,SEMA3,Secreted Signaling
1742,Sema3g,Nrp2,SEMA3,Secreted Signaling
1743,Sema3g,Plxna2,SEMA3,Secreted Signaling
1744,Sema3g,Nrp2,SEMA3,Secreted Signaling
1745,Sema3g,Plxna3,SEMA3,Secreted Signaling
1746,Sema3g,Nrp2,SEMA3,Secreted Signaling
1747,Sema3g,Plxna4,SEMA3,Secreted Signaling
1748,Sema3c,Nrp1,SEMA3,Secreted Signaling
1749,Sema3c,Nrp2,SEMA3,Secreted Signaling
1750,Sema3c,Plxnd1,SEMA3,Secreted Signaling
1751,Sema3c,Plxnd1,SEMA3,Secreted Signaling
1752,Sema3e,Plxnd1,SEMA3,Secreted Signaling
1753,Adm,Calcr,CALCR,Secreted Signaling
1754,Adm,Calcrl,CALCR,Secreted Signaling
1755,Agt,Mas1,AGT,Secreted Signaling
1756,Anxa1,Fpr2,ANNEXIN,Secreted Signaling
1757,Anxa1,Fpr1,ANNEXIN,Secreted Signaling
1758,Apela,Aplnr,APJ,Secreted Signaling
1759,Calca,Calcr,CALCR,Secreted Signaling
1760,Calca,Calcrl,CALCR,Secreted Signaling
1761,Calcb,Calcr,CALCR,Secreted Signaling
1762,Calcb,Calcrl,CALCR,Secreted Signaling
1763,Crh,Crhr1,CRH,Secreted Signaling
1764,Crh,Crhr2,CRH,Secreted Signaling
1765,Enho,Gpr19,ENHO,Secreted Signaling
1766,Gas6,Axl,GAS,Secreted Signaling
1767,Gas6,Mertk,GAS,Secreted Signaling
1768,Gas6,Tyro3,GAS,Secreted Signaling
1769,Gcg,Gcgr,GCG,Secreted Signaling
1770,Gcg,Glp1r,GCG,Secreted Signaling
1771,Gcg,Glp2r,GCG,Secreted Signaling
1772,Gh,Ghr,GH,Secreted Signaling
1773,Gh,Prlr,GH,Secreted Signaling
1774,Ghrh,Vipr1,GHRH,Secreted Signaling
1775,Ghrh,Vipr2,GHRH,Secreted Signaling
1776,Ghrh,Ghsr,GHRH,Secreted Signaling
1777,Ghrh,Ghrhr,GHRH,Secreted Signaling
1778,Gnrh1,Gnrhr,GNRH,Secreted Signaling
1779,Grn,Sort1,GRN,Secreted Signaling
1780,Guca2a,Gucy2c,GUCA,Secreted Signaling
1781,Guca2b,Gucy2c,GUCA,Secreted Signaling
1782,Iapp,Calcr,CALCR,Secreted Signaling
1783,Iapp,Calcrl,CALCR,Secreted Signaling
1784,Insl3,Rxfp2,RLN,Secreted Signaling
1785,Insl3,Rxfp1,RLN,Secreted Signaling
1786,Insl3,Rxfp4,RLN,Secreted Signaling
1787,Insl3,Rxfp3,RLN,Secreted Signaling
1788,Insl5,Rxfp4,RLN,Secreted Signaling
1789,Insl5,Rxfp3,RLN,Secreted Signaling
1790,Insl5,Rxfp2,RLN,Secreted Signaling
1791,Insl5,Rxfp1,RLN,Secreted Signaling
1792,Lep,Lepr,LEP,Secreted Signaling
1793,Lgals9,Ptprc,GALECTIN,Secreted Signaling
1794,Lgals9,Ighm,GALECTIN,Secreted Signaling
1795,Nps,Npsr1,NPS,Secreted Signaling
1796,Npvf,Npffr1,NPVF,Secreted Signaling
1797,Npvf,Npffr2,NPVF,Secreted Signaling
1798,Ostn,Npr3,OSTN,Secreted Signaling
1799,Pmch,Mertk,PMCH,Secreted Signaling
1800,Pros1,Axl,PROS,Secreted Signaling
1801,Pros1,Tyro3,PROS,Secreted Signaling
1802,Psap,Gpr37l1,PSAP,Secreted Signaling
1803,Psap,Gpr37,PSAP,Secreted Signaling
1804,Pth,Pth1r,PTH,Secreted Signaling
1805,Pth,Pth2r,PTH,Secreted Signaling
1806,Pth2,Pth1r,PTH,Secreted Signaling
1807,Pth2,Pth2r,PTH,Secreted Signaling
1808,Pthlh,Pth1r,PTH,Secreted Signaling
1809,Qrfp,Qrfpr,QRFP,Secreted Signaling
1810,Rarres2,Gpr1,CHEMERIN,Secreted Signaling
1811,Rarres2,Cmklr1,CHEMERIN,Secreted Signaling
1812,Rln1,Rxfp2,RLN,Secreted Signaling
1813,Rln1,Rxfp1,RLN,Secreted Signaling
1814,Rln1,Rxfp3,RLN,Secreted Signaling
1815,Rln1,Rxfp4,RLN,Secreted Signaling
1816,Rln3,Rxfp3,RLN,Secreted Signaling
1817,Rln3,Rxfp1,RLN,Secreted Signaling
1818,Rln3,Rxfp4,RLN,Secreted Signaling
1819,Rln3,Rxfp2,RLN,Secreted Signaling
1820,Saa2,Fpr2,SAA,Secreted Signaling
1821,Scgb3a2,Marco,UGRP1,Secreted Signaling
1822,Sct,Sctr,SCT,Secreted Signaling
1823,Slurp1,Chrnb1,SLURP,Secreted Signaling
1824,Slurp1,Chrnb2,SLURP,Secreted Signaling
1825,Slurp1,Chrnb3,SLURP,Secreted Signaling
1826,Slurp1,Chrnb4,SLURP,Secreted Signaling
1827,Slurp1,Chrna1,SLURP,Secreted Signaling
1828,Slurp1,Chrna2,SLURP,Secreted Signaling
1829,Slurp1,Chrna3,SLURP,Secreted Signaling
1830,Slurp1,Chrna4,SLURP,Secreted Signaling
1831,Slurp1,Chrna5,SLURP,Secreted Signaling
1832,Slurp1,Chrna6,SLURP,Secreted Signaling
1833,Slurp1,Chrna9,SLURP,Secreted Signaling
1834,Slurp1,Chrna10,SLURP,Secreted Signaling
1835,Slurp1,Chrnd,SLURP,Secreted Signaling
1836,Slurp1,Chrne,SLURP,Secreted Signaling
1837,Slurp1,Chrng,SLURP,Secreted Signaling
1838,Slurp1,Chrna7,SLURP,Secreted Signaling
1839,Slurp2,Chrnb1,SLURP,Secreted Signaling
1840,Slurp2,Chrnb2,SLURP,Secreted Signaling
1841,Slurp2,Chrnb3,SLURP,Secreted Signaling
1842,Slurp2,Chrnb4,SLURP,Secreted Signaling
1843,Slurp2,Chrna1,SLURP,Secreted Signaling
1844,Slurp2,Chrna2,SLURP,Secreted Signaling
1845,Slurp2,Chrna3,SLURP,Secreted Signaling
1846,Slurp2,Chrna4,SLURP,Secreted Signaling
1847,Slurp2,Chrna5,SLURP,Secreted Signaling
1848,Slurp2,Chrna6,SLURP,Secreted Signaling
1849,Slurp2,Chrna7,SLURP,Secreted Signaling
1850,Slurp2,Chrna9,SLURP,Secreted Signaling
1851,Slurp2,Chrna10,SLURP,Secreted Signaling
1852,Slurp2,Chrnd,SLURP,Secreted Signaling
1853,Slurp2,Chrne,SLURP,Secreted Signaling
1854,Slurp2,Chrng,SLURP,Secreted Signaling
1855,Btla,Tnfrsf14,BTLA,Secreted Signaling
1856,Trh,Trhr,TRH,Secreted Signaling
1857,Trh,Trhr2,TRH,Secreted Signaling
1858,Ucn,Crhr1,UCN,Secreted Signaling
1859,Ucn,Crhr2,UCN,Secreted Signaling
1860,Ucn2,Crhr1,UCN,Secreted Signaling
1861,Ucn2,Crhr2,UCN,Secreted Signaling
1862,Ucn3,Crhr1,UCN,Secreted Signaling
1863,Ucn3,Crhr2,UCN,Secreted Signaling
1864,Uts2b,Uts2r,UROTENSIN,Secreted Signaling
1865,Uts2b,Sstr5,UROTENSIN,Secreted Signaling
1866,Bag6,Ncr3-ps,BAG,Secreted Signaling
1867,Lgals9,Havcr2,GALECTIN,Secreted Signaling
1868,Lgals9,Cd44,GALECTIN,Secreted Signaling
1869,Col1a1,Itga1,COLLAGEN,ECM-Receptor
1870,Col1a1,Itgb1,COLLAGEN,ECM-Receptor
1871,Col1a2,Itga1,COLLAGEN,ECM-Receptor
1872,Col1a2,Itgb1,COLLAGEN,ECM-Receptor
1873,Col2a1,Itga1,COLLAGEN,ECM-Receptor
1874,Col2a1,Itgb1,COLLAGEN,ECM-Receptor
1875,Col4a1,Itga1,COLLAGEN,ECM-Receptor
1876,Col4a1,Itgb1,COLLAGEN,ECM-Receptor
1877,Col4a2,Itga1,COLLAGEN,ECM-Receptor
1878,Col4a2,Itgb1,COLLAGEN,ECM-Receptor
1879,Col4a3,Itga1,COLLAGEN,ECM-Receptor
1880,Col4a3,Itgb1,COLLAGEN,ECM-Receptor
1881,Col4a4,Itga1,COLLAGEN,ECM-Receptor
1882,Col4a4,Itgb1,COLLAGEN,ECM-Receptor
1883,Col4a5,Itga1,COLLAGEN,ECM-Receptor
1884,Col4a5,Itgb1,COLLAGEN,ECM-Receptor
1885,Col4a6,Itga1,COLLAGEN,ECM-Receptor
1886,Col4a6,Itgb1,COLLAGEN,ECM-Receptor
1887,Col6a1,Itga1,COLLAGEN,ECM-Receptor
1888,Col6a1,Itgb1,COLLAGEN,ECM-Receptor
1889,Col6a2,Itga1,COLLAGEN,ECM-Receptor
1890,Col6a2,Itgb1,COLLAGEN,ECM-Receptor
1891,Col6a3,Itga1,COLLAGEN,ECM-Receptor
1892,Col6a3,Itgb1,COLLAGEN,ECM-Receptor
1893,Col6a4,Itga1,COLLAGEN,ECM-Receptor
1894,Col6a4,Itgb1,COLLAGEN,ECM-Receptor
1895,Col6a5,Itga1,COLLAGEN,ECM-Receptor
1896,Col6a5,Itgb1,COLLAGEN,ECM-Receptor
1897,Col6a6,Itga1,COLLAGEN,ECM-Receptor
1898,Col6a6,Itgb1,COLLAGEN,ECM-Receptor
1899,Col9a1,Itga1,COLLAGEN,ECM-Receptor
1900,Col9a1,Itgb1,COLLAGEN,ECM-Receptor
1901,Col9a2,Itga1,COLLAGEN,ECM-Receptor
1902,Col9a2,Itgb1,COLLAGEN,ECM-Receptor
1903,Col9a3,Itga1,COLLAGEN,ECM-Receptor
1904,Col9a3,Itgb1,COLLAGEN,ECM-Receptor
1905,Col1a1,Itga2,COLLAGEN,ECM-Receptor
1906,Col1a1,Itgb1,COLLAGEN,ECM-Receptor
1907,Col1a2,Itga2,COLLAGEN,ECM-Receptor
1908,Col1a2,Itgb1,COLLAGEN,ECM-Receptor
1909,Col2a1,Itga2,COLLAGEN,ECM-Receptor
1910,Col2a1,Itgb1,COLLAGEN,ECM-Receptor
1911,Col4a1,Itga2,COLLAGEN,ECM-Receptor
1912,Col4a1,Itgb1,COLLAGEN,ECM-Receptor
1913,Col4a2,Itga2,COLLAGEN,ECM-Receptor
1914,Col4a2,Itgb1,COLLAGEN,ECM-Receptor
1915,Col4a3,Itga2,COLLAGEN,ECM-Receptor
1916,Col4a3,Itgb1,COLLAGEN,ECM-Receptor
1917,Col4a4,Itga2,COLLAGEN,ECM-Receptor
1918,Col4a4,Itgb1,COLLAGEN,ECM-Receptor
1919,Col4a5,Itga2,COLLAGEN,ECM-Receptor
1920,Col4a5,Itgb1,COLLAGEN,ECM-Receptor
1921,Col4a6,Itga2,COLLAGEN,ECM-Receptor
1922,Col4a6,Itgb1,COLLAGEN,ECM-Receptor
1923,Col6a1,Itga2,COLLAGEN,ECM-Receptor
1924,Col6a1,Itgb1,COLLAGEN,ECM-Receptor
1925,Col6a2,Itga2,COLLAGEN,ECM-Receptor
1926,Col6a2,Itgb1,COLLAGEN,ECM-Receptor
1927,Col6a3,Itga2,COLLAGEN,ECM-Receptor
1928,Col6a3,Itgb1,COLLAGEN,ECM-Receptor
1929,Col6a4,Itga2,COLLAGEN,ECM-Receptor
1930,Col6a4,Itgb1,COLLAGEN,ECM-Receptor
1931,Col6a5,Itga2,COLLAGEN,ECM-Receptor
1932,Col6a5,Itgb1,COLLAGEN,ECM-Receptor
1933,Col6a6,Itga2,COLLAGEN,ECM-Receptor
1934,Col6a6,Itgb1,COLLAGEN,ECM-Receptor
1935,Col9a1,Itga2,COLLAGEN,ECM-Receptor
1936,Col9a1,Itgb1,COLLAGEN,ECM-Receptor
1937,Col9a2,Itga2,COLLAGEN,ECM-Receptor
1938,Col9a2,Itgb1,COLLAGEN,ECM-Receptor
1939,Col9a3,Itga2,COLLAGEN,ECM-Receptor
1940,Col9a3,Itgb1,COLLAGEN,ECM-Receptor
1941,Fn1,Itga3,FN1,ECM-Receptor
1942,Fn1,Itgb1,FN1,ECM-Receptor
1943,Fn1,Itga4,FN1,ECM-Receptor
1944,Fn1,Itgb1,FN1,ECM-Receptor
1945,Fn1,Itga5,FN1,ECM-Receptor
1946,Fn1,Itgb1,FN1,ECM-Receptor
1947,Fn1,Itga8,FN1,ECM-Receptor
1948,Fn1,Itgb1,FN1,ECM-Receptor
1949,Lama1,Itga1,LAMININ,ECM-Receptor
1950,Lama1,Itgb1,LAMININ,ECM-Receptor
1951,Lama2,Itga1,LAMININ,ECM-Receptor
1952,Lama2,Itgb1,LAMININ,ECM-Receptor
1953,Lama3,Itga1,LAMININ,ECM-Receptor
1954,Lama3,Itgb1,LAMININ,ECM-Receptor
1955,Lama4,Itga1,LAMININ,ECM-Receptor
1956,Lama4,Itgb1,LAMININ,ECM-Receptor
1957,Lama5,Itga1,LAMININ,ECM-Receptor
1958,Lama5,Itgb1,LAMININ,ECM-Receptor
1959,Lamb1,Itga1,LAMININ,ECM-Receptor
1960,Lamb1,Itgb1,LAMININ,ECM-Receptor
1961,Lamb2,Itga1,LAMININ,ECM-Receptor
1962,Lamb2,Itgb1,LAMININ,ECM-Receptor
1963,Lamb3,Itga1,LAMININ,ECM-Receptor
1964,Lamb3,Itgb1,LAMININ,ECM-Receptor
1965,Lamc1,Itga1,LAMININ,ECM-Receptor
1966,Lamc1,Itgb1,LAMININ,ECM-Receptor
1967,Lamc2,Itga1,LAMININ,ECM-Receptor
1968,Lamc2,Itgb1,LAMININ,ECM-Receptor
1969,Lamc3,Itga1,LAMININ,ECM-Receptor
1970,Lamc3,Itgb1,LAMININ,ECM-Receptor
1971,Lama1,Itga2,LAMININ,ECM-Receptor
